ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
4380,Metropolitana,Santiago,Departamento,490740788,265,237,4,4,No,No,1963
4381,Araucanía,Temuco,Terreno,215060752,56,45,5,4,Sí,Sí,2003
4382,Metropolitana,Santiago,Casa,474557964,280,265,5,4,Sí,No,1984
4383,Valparaíso,Valparaíso,Casa,323040595,50,37,6,3,Sí,Sí,1959
4384,Metropolitana,Providencia,Terreno,135784426,57,40,5,3,No,No,2014
4385,Los Lagos,Puerto Montt,Casa,267092914,279,271,6,4,Sí,No,1982
4386,Los Lagos,Puerto Montt,Departamento,164497890,277,259,6,1,No,No,2019
4387,Biobío,Concepción,Terreno,63397373,241,225,2,3,No,Sí,1986
4388,Biobío,Los Ángeles,Oficina,487071907,103,80,5,2,Sí,Sí,1994
4389,Biobío,Concepción,Casa,490898311,213,184,6,1,No,Sí,1983
4390,Biobío,Concepción,Casa,132339615,287,278,4,3,Sí,No,2018
4391,Coquimbo,La Serena,Casa,101558986,252,227,1,1,Sí,No,2014
4392,Biobío,Los Ángeles,Terreno,369367806,240,225,1,1,No,Sí,1990
4393,Coquimbo,La Serena,Casa,412726551,128,110,3,3,No,No,1983
4394,Los Lagos,Puerto Montt,Departamento,418124436,243,226,3,2,No,No,1992
4395,Coquimbo,La Serena,Departamento,155057742,70,60,6,4,Sí,Sí,1982
4396,Metropolitana,Providencia,Casa,455132183,150,129,6,3,No,No,1991
4397,Biobío,Los Ángeles,Departamento,303158976,119,90,5,1,No,No,1996
4398,Los Lagos,Puerto Montt,Departamento,298507468,76,50,4,3,Sí,No,1974
4399,Metropolitana,Las Condes,Oficina,116006947,59,53,1,2,No,Sí,2003
4400,Valparaíso,Valparaíso,Casa,367593820,251,231,4,1,Sí,No,1972
4401,Metropolitana,Santiago,Oficina,222736299,57,46,3,3,Sí,No,1996
4402,Biobío,Concepción,Terreno,323694010,244,229,1,2,Sí,No,1962
4403,Biobío,Concepción,Casa,497084203,277,247,3,3,Sí,Sí,2010
4404,Los Lagos,Puerto Montt,Terreno,287420319,121,102,3,2,No,Sí,1952
4405,Biobío,Concepción,Oficina,421646433,114,84,6,1,Sí,Sí,1956
4406,Metropolitana,Las Condes,Terreno,120951015,197,168,6,2,No,Sí,1996
4407,Araucanía,Temuco,Departamento,378150118,44,30,2,1,No,No,2003
4408,Metropolitana,Las Condes,Terreno,301193231,30,22,3,1,No,Sí,1977
4409,Araucanía,Temuco,Casa,205609269,128,122,6,2,Sí,No,1964
4410,Biobío,Los Ángeles,Oficina,229697844,202,179,2,3,Sí,No,1959
4411,Metropolitana,Las Condes,Departamento,252220786,136,121,4,4,No,Sí,1957
4412,Metropolitana,Santiago,Oficina,338630103,32,21,6,3,No,Sí,1967
4413,Metropolitana,Providencia,Departamento,261400271,208,203,3,2,Sí,Sí,1959
4414,Metropolitana,Santiago,Terreno,328595527,201,193,4,2,No,Sí,1960
4415,Biobío,Concepción,Departamento,78161459,70,46,1,2,No,Sí,1993
4416,Metropolitana,Providencia,Oficina,244565340,109,101,6,1,No,No,2018
4417,Metropolitana,Las Condes,Casa,264532745,144,118,4,3,Sí,Sí,1995
4418,Metropolitana,Providencia,Departamento,209472449,186,157,5,2,No,No,1982
4419,Coquimbo,La Serena,Casa,107754654,98,91,1,3,Sí,No,1952
4420,Valparaíso,Viña del Mar,Oficina,417369701,139,118,6,4,Sí,No,1979
4421,Metropolitana,Santiago,Casa,394124084,296,288,3,4,No,Sí,1972
4422,Los Lagos,Puerto Montt,Terreno,326217463,164,144,6,4,No,No,2011
4423,Coquimbo,La Serena,Departamento,231416809,263,258,2,4,Sí,Sí,2019
4424,Metropolitana,Las Condes,Casa,72245801,289,269,1,3,Sí,Sí,1986
4425,Metropolitana,Santiago,Casa,288112369,69,64,5,4,No,Sí,1977
4426,Metropolitana,Santiago,Casa,111490483,103,83,4,3,Sí,No,2001
4427,Coquimbo,La Serena,Departamento,452132243,279,250,5,1,No,No,1986
4428,Biobío,Los Ángeles,Oficina,331292375,43,25,4,4,Sí,No,2004
4429,Biobío,Los Ángeles,Oficina,305083658,206,201,4,3,No,Sí,2000
4430,Valparaíso,Valparaíso,Casa,53462845,203,178,5,4,No,Sí,1958
4431,Biobío,Los Ángeles,Terreno,169023756,284,255,1,4,No,Sí,2021
4432,Metropolitana,Providencia,Terreno,271789103,205,178,2,1,No,Sí,2006
4433,Valparaíso,Valparaíso,Terreno,253845421,298,277,4,2,Sí,No,1950
4434,Metropolitana,Providencia,Casa,361652828,286,273,3,3,Sí,No,2020
4435,Araucanía,Temuco,Terreno,250779366,92,71,3,3,No,No,1987
4436,Metropolitana,Las Condes,Casa,335541973,159,136,3,4,No,No,1972
4437,Metropolitana,Las Condes,Casa,265704876,41,20,5,4,Sí,No,1956
4438,Coquimbo,La Serena,Casa,92330269,220,191,4,1,No,Sí,1988
4439,Valparaíso,Viña del Mar,Casa,351808898,37,20,4,3,No,Sí,1951
4440,Valparaíso,Valparaíso,Terreno,273560558,54,35,2,3,No,Sí,2018
4441,Los Lagos,Puerto Montt,Terreno,257299896,233,221,3,3,No,Sí,1986
4442,Valparaíso,Viña del Mar,Terreno,119616517,88,63,2,1,Sí,Sí,2001
4443,Biobío,Los Ángeles,Terreno,253722936,268,253,5,2,Sí,Sí,1969
4444,Metropolitana,Santiago,Terreno,458217739,204,194,5,1,No,Sí,1960
4445,Metropolitana,Las Condes,Casa,136323249,33,20,5,4,No,Sí,2014
4446,Valparaíso,Valparaíso,Oficina,455785500,272,246,5,3,Sí,No,2021
4447,Valparaíso,Valparaíso,Departamento,242788629,199,170,6,2,No,Sí,1995
4448,Biobío,Los Ángeles,Casa,182137132,181,165,3,3,Sí,No,2009
4449,Valparaíso,Valparaíso,Terreno,317365801,208,182,3,1,Sí,No,1999
4450,Coquimbo,La Serena,Casa,183830102,179,166,5,3,Sí,Sí,1982
4451,Biobío,Los Ángeles,Terreno,390173592,148,134,1,4,Sí,Sí,2021
4452,Coquimbo,La Serena,Terreno,194053324,236,219,4,3,Sí,Sí,1969
4453,Valparaíso,Valparaíso,Terreno,438794772,206,180,6,3,No,Sí,2001
4454,Araucanía,Temuco,Terreno,226308415,38,32,5,1,Sí,Sí,2010
4455,Biobío,Concepción,Oficina,386339587,137,132,2,1,No,No,2019
4456,Los Lagos,Puerto Montt,Oficina,212409391,196,178,2,3,No,No,2010
4457,Metropolitana,Santiago,Oficina,383099570,222,206,5,3,Sí,No,1984
4458,Valparaíso,Viña del Mar,Oficina,328840899,154,147,6,4,Sí,No,1964
4459,Los Lagos,Puerto Montt,Oficina,317601151,186,164,6,3,No,No,1979
4460,Coquimbo,La Serena,Departamento,222070663,54,31,4,1,Sí,No,1991
4461,Valparaíso,Viña del Mar,Oficina,176257957,60,47,4,2,No,No,2001
4462,Metropolitana,Las Condes,Casa,290191741,82,57,2,1,Sí,No,1950
4463,Araucanía,Temuco,Oficina,332611604,30,20,2,3,No,Sí,2021
4464,Araucanía,Temuco,Oficina,306888749,279,262,6,3,Sí,No,2022
4465,Araucanía,Temuco,Oficina,309932103,147,125,6,3,No,No,1974
4466,Valparaíso,Valparaíso,Departamento,338588784,95,84,6,3,Sí,No,1988
4467,Araucanía,Temuco,Oficina,191121974,158,149,6,2,No,No,2020
4468,Araucanía,Temuco,Departamento,352356802,136,126,3,1,Sí,No,2015
4469,Valparaíso,Viña del Mar,Casa,301367009,235,218,2,1,Sí,Sí,1992
4470,Coquimbo,La Serena,Departamento,315776224,56,36,5,1,No,No,1975
4471,Biobío,Concepción,Terreno,401018287,138,110,1,3,Sí,No,1953
4472,Los Lagos,Puerto Montt,Casa,159751602,294,264,4,1,Sí,Sí,2009
4473,Metropolitana,Las Condes,Oficina,350524334,122,95,5,3,No,No,1954
4474,Araucanía,Temuco,Oficina,242937202,40,29,4,4,No,No,1990
4475,Biobío,Los Ángeles,Departamento,224760566,119,99,2,3,Sí,Sí,2000
4476,Biobío,Los Ángeles,Oficina,425640766,291,280,6,3,Sí,No,1981
4477,Valparaíso,Viña del Mar,Departamento,242265050,65,51,2,2,Sí,No,1980
4478,Valparaíso,Viña del Mar,Terreno,50756454,178,171,4,3,No,Sí,1973
4479,Metropolitana,Providencia,Departamento,37771161,283,263,4,3,Sí,Sí,2011
4480,Metropolitana,Las Condes,Departamento,79740237,277,267,4,3,No,No,1964
4481,Valparaíso,Valparaíso,Terreno,122763687,45,27,5,3,No,Sí,1952
4482,Biobío,Los Ángeles,Oficina,470841419,197,172,5,3,Sí,Sí,1999
4483,Metropolitana,Providencia,Oficina,176888670,32,20,1,2,Sí,Sí,1966
4484,Coquimbo,La Serena,Departamento,350514915,139,132,2,4,No,No,2008
4485,Biobío,Los Ángeles,Oficina,114243698,48,30,4,1,No,No,1996
4486,Araucanía,Temuco,Departamento,192950929,100,83,5,4,No,Sí,1989
4487,Araucanía,Temuco,Casa,411602005,148,128,5,4,Sí,Sí,1969
4488,Metropolitana,Santiago,Departamento,373417794,224,211,3,1,No,Sí,1968
4489,Biobío,Concepción,Terreno,268011168,253,237,5,4,No,Sí,1958
4490,Los Lagos,Puerto Montt,Casa,301425739,133,110,5,3,Sí,No,2010
4491,Biobío,Concepción,Oficina,321769850,172,161,5,4,No,Sí,2015
4492,Metropolitana,Las Condes,Casa,183004835,204,192,1,3,No,No,1982
4493,Metropolitana,Santiago,Terreno,38291324,197,189,6,3,Sí,Sí,1991
4494,Metropolitana,Las Condes,Oficina,350008182,225,199,2,1,Sí,No,1997
4495,Metropolitana,Providencia,Terreno,460726328,99,78,3,4,Sí,No,1983
4496,Los Lagos,Puerto Montt,Terreno,52301599,225,213,1,1,Sí,Sí,1967
4497,Metropolitana,Las Condes,Departamento,394875085,93,84,3,2,No,No,2007
4498,Metropolitana,Santiago,Terreno,486595673,83,53,4,2,No,No,1994
4499,Coquimbo,La Serena,Casa,254619278,257,236,2,1,Sí,Sí,2007
4500,Biobío,Concepción,Terreno,48521791,157,148,4,4,No,Sí,1969
4501,Los Lagos,Puerto Montt,Departamento,360578275,287,263,2,4,No,No,1974
4502,Biobío,Concepción,Oficina,54217121,221,203,3,4,No,Sí,2017
4503,Metropolitana,Providencia,Departamento,245711223,30,20,3,4,Sí,No,1968
4504,Metropolitana,Santiago,Oficina,58216467,34,20,2,1,Sí,Sí,2005
4505,Valparaíso,Valparaíso,Oficina,412839615,78,73,1,2,No,Sí,2006
4506,Los Lagos,Puerto Montt,Oficina,30859645,261,237,3,4,No,No,2017
4507,Metropolitana,Las Condes,Terreno,335866125,170,148,5,1,Sí,No,2007
4508,Araucanía,Temuco,Casa,105208795,206,200,3,4,Sí,No,1981
4509,Los Lagos,Puerto Montt,Departamento,93193428,77,60,2,3,Sí,Sí,1950
4510,Araucanía,Temuco,Terreno,250578657,289,265,3,4,No,Sí,1979
4511,Valparaíso,Viña del Mar,Casa,252769081,90,80,6,2,No,Sí,2013
4512,Metropolitana,Santiago,Casa,435011574,261,247,2,4,No,No,1960
4513,Metropolitana,Las Condes,Departamento,476368704,61,52,5,3,No,Sí,1983
4514,Metropolitana,Las Condes,Oficina,83224575,83,58,5,2,No,Sí,2023
4515,Biobío,Concepción,Departamento,139347896,126,96,1,2,Sí,No,2019
4516,Biobío,Concepción,Oficina,202693233,105,86,3,1,Sí,No,1972
4517,Biobío,Concepción,Casa,178061350,300,275,6,4,No,Sí,1958
4518,Valparaíso,Viña del Mar,Oficina,214185814,146,128,2,3,Sí,No,1956
4519,Metropolitana,Providencia,Departamento,162789468,270,264,3,4,No,No,2007
4520,Valparaíso,Viña del Mar,Casa,335653167,148,122,5,2,Sí,No,1974
4521,Biobío,Concepción,Oficina,133612274,134,114,3,4,Sí,No,1991
4522,Metropolitana,Las Condes,Terreno,368860593,214,186,6,4,No,No,1967
4523,Valparaíso,Viña del Mar,Terreno,235766284,140,129,6,2,No,Sí,1970
4524,Valparaíso,Valparaíso,Casa,349221436,261,239,1,4,Sí,No,2012
4525,Valparaíso,Valparaíso,Oficina,430114253,33,20,3,4,Sí,Sí,2021
4526,Metropolitana,Santiago,Casa,197607652,218,196,4,2,No,Sí,2000
4527,Biobío,Concepción,Casa,332562926,160,138,4,4,No,Sí,1994
4528,Metropolitana,Las Condes,Oficina,286324384,280,258,5,3,Sí,Sí,1971
4529,Metropolitana,Providencia,Oficina,263461604,100,74,4,2,Sí,Sí,1981
4530,Los Lagos,Puerto Montt,Terreno,94306499,135,113,6,3,No,No,1998
4531,Metropolitana,Santiago,Terreno,369712680,229,211,4,3,No,Sí,2014
4532,Coquimbo,La Serena,Terreno,111136650,36,20,4,4,Sí,No,1964
4533,Los Lagos,Puerto Montt,Terreno,142625930,130,111,4,3,No,No,1963
4534,Araucanía,Temuco,Casa,451343505,163,151,4,4,Sí,Sí,1975
4535,Metropolitana,Santiago,Terreno,123191809,137,120,6,1,No,Sí,1991
4536,Araucanía,Temuco,Terreno,133488156,76,69,2,3,No,No,1983
4537,Los Lagos,Puerto Montt,Casa,260487667,61,46,4,4,No,No,1959
4538,Biobío,Concepción,Departamento,125798478,75,68,6,4,Sí,Sí,1985
4539,Araucanía,Temuco,Oficina,440553211,248,226,2,1,Sí,No,1989
4540,Biobío,Los Ángeles,Terreno,120719294,227,213,1,4,No,No,1988
4541,Coquimbo,La Serena,Terreno,433232709,252,240,4,4,Sí,Sí,1952
4542,Coquimbo,La Serena,Oficina,481833107,36,20,1,2,Sí,No,2018
4543,Valparaíso,Valparaíso,Departamento,305471538,271,264,1,4,No,No,1951
4544,Metropolitana,Providencia,Casa,350180442,71,64,6,1,Sí,Sí,1981
4545,Biobío,Concepción,Terreno,235521635,215,198,1,3,Sí,Sí,1997
4546,Valparaíso,Valparaíso,Terreno,468479078,295,283,3,1,No,Sí,2023
4547,Araucanía,Temuco,Terreno,403155787,161,150,6,1,Sí,No,1990
4548,Metropolitana,Santiago,Casa,422922624,276,270,5,4,No,Sí,1963
4549,Valparaíso,Viña del Mar,Terreno,473951346,234,213,2,2,Sí,Sí,2012
4550,Los Lagos,Puerto Montt,Oficina,133453803,263,240,5,1,Sí,Sí,2011
4551,Valparaíso,Valparaíso,Casa,391279959,57,29,6,2,Sí,Sí,1992
4552,Metropolitana,Providencia,Departamento,97510557,148,122,2,2,Sí,Sí,1985
4553,Metropolitana,Santiago,Departamento,496653440,195,188,6,2,Sí,No,1998
4554,Biobío,Los Ángeles,Departamento,269877627,130,114,3,3,No,No,1961
4555,Valparaíso,Valparaíso,Casa,231720206,245,225,4,2,Sí,Sí,2019
4556,Valparaíso,Viña del Mar,Terreno,36705511,254,234,3,4,No,No,1984
4557,Valparaíso,Valparaíso,Oficina,220139495,121,95,5,4,No,Sí,1957
4558,Valparaíso,Valparaíso,Terreno,328503033,106,96,5,3,No,No,1997
4559,Los Lagos,Puerto Montt,Terreno,155103197,163,154,2,3,Sí,Sí,1988
4560,Metropolitana,Providencia,Terreno,424387839,188,175,6,3,No,Sí,1950
4561,Metropolitana,Providencia,Departamento,362904270,51,46,1,3,No,No,1955
4562,Biobío,Los Ángeles,Departamento,325423840,272,244,3,2,No,No,1975
4563,Metropolitana,Santiago,Departamento,380973706,184,176,5,2,Sí,Sí,1977
4564,Valparaíso,Valparaíso,Departamento,459846426,211,202,3,2,No,Sí,2000
4565,Valparaíso,Viña del Mar,Departamento,306700065,220,200,1,3,No,No,2003
4566,Los Lagos,Puerto Montt,Casa,365782741,213,195,5,1,No,No,1975
4567,Coquimbo,La Serena,Casa,444659316,163,157,5,4,No,No,2011
4568,Araucanía,Temuco,Terreno,274958784,121,101,6,2,No,Sí,2013
4569,Valparaíso,Valparaíso,Oficina,407840248,180,174,5,2,Sí,Sí,1973
4570,Valparaíso,Valparaíso,Departamento,83924849,289,284,5,4,No,No,1994
4571,Los Lagos,Puerto Montt,Oficina,350681288,38,20,1,3,No,No,1950
4572,Los Lagos,Puerto Montt,Departamento,187716204,78,68,5,1,No,Sí,2002
4573,Valparaíso,Viña del Mar,Departamento,431380263,176,169,2,3,No,Sí,2023
4574,Los Lagos,Puerto Montt,Terreno,379708727,268,260,1,2,Sí,No,2010
4575,Los Lagos,Puerto Montt,Oficina,192074449,255,233,3,3,No,No,2001
4576,Metropolitana,Las Condes,Terreno,428019902,39,20,4,2,Sí,Sí,1979
4577,Coquimbo,La Serena,Terreno,120571309,51,41,2,1,No,Sí,1978
4578,Metropolitana,Santiago,Oficina,345986861,96,66,2,2,No,No,1995
4579,Araucanía,Temuco,Departamento,125303762,276,264,1,3,No,No,1977
4580,Araucanía,Temuco,Terreno,82596069,147,130,1,3,Sí,Sí,2016
4581,Metropolitana,Las Condes,Terreno,457821517,268,247,6,2,No,Sí,2009
4582,Valparaíso,Valparaíso,Casa,38744249,145,115,5,2,Sí,Sí,1957
4583,Metropolitana,Providencia,Terreno,486179241,71,62,3,1,No,No,1992
4584,Metropolitana,Santiago,Casa,58079217,179,153,6,2,No,No,2017
4585,Araucanía,Temuco,Terreno,316199223,286,281,3,3,No,No,1983
4586,Metropolitana,Las Condes,Oficina,230070785,187,176,5,1,No,Sí,1952
4587,Araucanía,Temuco,Oficina,269198494,269,257,4,4,Sí,Sí,2014
4588,Los Lagos,Puerto Montt,Terreno,385064836,62,32,3,1,Sí,Sí,1961
4589,Biobío,Concepción,Terreno,162362191,263,245,5,1,Sí,No,2017
4590,Metropolitana,Las Condes,Casa,243380537,247,219,1,3,No,Sí,1965
4591,Araucanía,Temuco,Terreno,295454678,255,225,2,2,No,Sí,1977
4592,Metropolitana,Las Condes,Terreno,284585716,44,20,2,3,Sí,No,2002
4593,Los Lagos,Puerto Montt,Terreno,304517613,31,20,1,2,No,Sí,1954
4594,Valparaíso,Valparaíso,Casa,122067049,35,26,4,3,No,Sí,1990
4595,Araucanía,Temuco,Casa,491438755,267,261,2,4,Sí,No,1993
4596,Metropolitana,Santiago,Departamento,40400980,159,138,1,1,No,Sí,1976
4597,Araucanía,Temuco,Departamento,263480606,37,26,1,4,No,Sí,1962
4598,Metropolitana,Las Condes,Departamento,56947822,159,147,6,2,No,Sí,1997
4599,Metropolitana,Providencia,Departamento,89325029,200,195,6,1,Sí,No,2013
4600,Metropolitana,Las Condes,Casa,188928638,214,195,1,3,No,No,1975
4601,Metropolitana,Las Condes,Oficina,208346302,118,113,1,1,Sí,No,1965
4602,Valparaíso,Valparaíso,Departamento,94923390,283,262,2,4,Sí,Sí,1955
4603,Metropolitana,Providencia,Departamento,459549813,261,237,3,3,No,No,1964
4604,Metropolitana,Las Condes,Terreno,239445590,136,115,2,3,No,Sí,2014
4605,Metropolitana,Las Condes,Terreno,392424003,198,180,4,2,Sí,No,1974
4606,Metropolitana,Las Condes,Departamento,271684730,253,245,1,4,Sí,No,2002
4607,Biobío,Los Ángeles,Casa,261092448,88,65,6,3,Sí,No,1982
4608,Metropolitana,Las Condes,Oficina,205165790,67,39,1,1,No,Sí,1993
4609,Araucanía,Temuco,Oficina,298527386,182,160,3,3,No,No,2021
4610,Valparaíso,Viña del Mar,Departamento,233370085,63,51,3,3,No,No,2011
4611,Biobío,Los Ángeles,Casa,119291150,85,66,1,3,Sí,No,1966
4612,Coquimbo,La Serena,Terreno,314788934,88,77,6,2,No,Sí,2009
4613,Metropolitana,Las Condes,Casa,443929631,95,72,5,1,Sí,No,1957
4614,Metropolitana,Las Condes,Oficina,227710461,221,211,5,4,No,No,1996
4615,Coquimbo,La Serena,Oficina,415474286,85,78,5,1,No,No,2004
4616,Biobío,Concepción,Terreno,161725719,299,294,2,4,No,Sí,1998
4617,Valparaíso,Valparaíso,Oficina,63320131,45,21,3,3,No,Sí,1955
4618,Valparaíso,Viña del Mar,Departamento,315375025,163,142,4,2,No,No,1990
4619,Valparaíso,Viña del Mar,Terreno,409521787,266,247,1,3,Sí,Sí,1968
4620,Metropolitana,Providencia,Departamento,134611906,154,140,2,1,No,No,1972
4621,Araucanía,Temuco,Casa,255150350,49,33,6,4,No,Sí,1999
4622,Araucanía,Temuco,Terreno,377399835,189,165,6,1,Sí,No,2020
4623,Biobío,Concepción,Terreno,493311340,289,272,6,3,No,No,2005
4624,Metropolitana,Las Condes,Departamento,295481546,221,199,3,3,No,No,2007
4625,Araucanía,Temuco,Terreno,298525700,269,246,3,3,No,No,1990
4626,Biobío,Los Ángeles,Departamento,149472249,231,224,4,2,Sí,No,1962
4627,Metropolitana,Santiago,Casa,130411829,99,89,6,4,No,Sí,1973
4628,Araucanía,Temuco,Terreno,202184843,143,134,3,3,No,Sí,2022
4629,Coquimbo,La Serena,Departamento,270078731,165,159,3,3,No,Sí,2018
4630,Valparaíso,Viña del Mar,Terreno,248195617,114,96,3,3,No,Sí,1960
4631,Metropolitana,Providencia,Terreno,343763072,237,228,6,3,No,Sí,1996
4632,Metropolitana,Providencia,Terreno,82927745,193,186,5,3,No,No,1981
4633,Los Lagos,Puerto Montt,Casa,31936553,136,107,4,3,Sí,Sí,1986
4634,Metropolitana,Santiago,Departamento,74190812,52,22,3,4,Sí,No,2020
4635,Metropolitana,Providencia,Terreno,328305647,177,172,2,4,Sí,No,1982
4636,Valparaíso,Viña del Mar,Oficina,86178863,207,186,5,1,Sí,Sí,1956
4637,Biobío,Los Ángeles,Terreno,379432071,269,245,2,2,Sí,Sí,1975
4638,Valparaíso,Valparaíso,Departamento,112264387,203,197,1,2,Sí,No,1953
4639,Valparaíso,Valparaíso,Oficina,459226722,182,169,4,3,Sí,No,1970
4640,Valparaíso,Viña del Mar,Oficina,458521536,263,248,3,4,Sí,Sí,1960
4641,Metropolitana,Las Condes,Departamento,348812233,169,162,4,4,Sí,No,1996
4642,Biobío,Concepción,Departamento,425074001,143,114,6,1,Sí,No,1959
4643,Metropolitana,Las Condes,Oficina,52896721,214,202,4,2,No,Sí,1985
4644,Biobío,Concepción,Casa,45293294,95,80,1,2,No,No,2007
4645,Coquimbo,La Serena,Terreno,426943112,56,31,1,3,No,Sí,2015
4646,Valparaíso,Valparaíso,Departamento,252521403,289,282,6,4,No,Sí,2018
4647,Metropolitana,Las Condes,Oficina,376086088,122,93,5,3,No,No,1957
4648,Biobío,Los Ángeles,Casa,416739541,33,20,2,1,Sí,No,1965
4649,Coquimbo,La Serena,Oficina,285769636,243,226,4,3,No,No,1962
4650,Los Lagos,Puerto Montt,Oficina,445375932,292,277,4,3,No,Sí,2020
4651,Valparaíso,Viña del Mar,Oficina,413872527,103,78,2,1,Sí,Sí,2014
4652,Valparaíso,Viña del Mar,Casa,456418852,67,57,5,4,Sí,No,1974
4653,Valparaíso,Viña del Mar,Oficina,461280561,243,231,1,4,Sí,No,2001
4654,Metropolitana,Santiago,Casa,271043534,254,235,4,3,No,Sí,1956
4655,Los Lagos,Puerto Montt,Oficina,166835023,271,254,4,3,Sí,Sí,1982
4656,Biobío,Concepción,Oficina,186816753,256,243,3,1,Sí,Sí,1953
4657,Valparaíso,Viña del Mar,Casa,332092933,175,168,1,2,No,Sí,1998
4658,Valparaíso,Viña del Mar,Casa,413980663,74,44,6,2,No,No,1985
4659,Araucanía,Temuco,Casa,55617246,149,120,3,1,No,No,1971
4660,Metropolitana,Santiago,Terreno,369273186,178,172,2,1,No,No,1971
4661,Biobío,Concepción,Departamento,223319599,294,276,2,3,No,No,1976
4662,Los Lagos,Puerto Montt,Casa,189273648,290,285,3,2,No,No,2006
4663,Metropolitana,Las Condes,Oficina,376062280,135,123,3,4,Sí,No,1952
4664,Valparaíso,Viña del Mar,Casa,206791720,255,243,5,2,No,Sí,1987
4665,Metropolitana,Las Condes,Oficina,345829090,89,60,3,3,No,No,1953
4666,Biobío,Los Ángeles,Casa,168601404,232,227,3,1,No,Sí,1958
4667,Biobío,Concepción,Terreno,263759417,122,115,3,3,No,Sí,1957
4668,Biobío,Concepción,Casa,214545586,235,217,4,1,Sí,No,1996
4669,Araucanía,Temuco,Departamento,467385311,166,160,6,2,No,Sí,1967
4670,Metropolitana,Las Condes,Terreno,296870256,229,207,4,1,No,Sí,1978
4671,Biobío,Los Ángeles,Casa,354061968,109,88,2,2,Sí,No,1998
4672,Valparaíso,Valparaíso,Departamento,208867630,100,70,1,2,Sí,Sí,1953
4673,Biobío,Concepción,Oficina,323877107,239,211,6,2,No,Sí,1959
4674,Araucanía,Temuco,Terreno,73032532,62,43,2,1,No,No,2021
4675,Araucanía,Temuco,Casa,117498984,293,278,6,2,No,Sí,1994
4676,Metropolitana,Providencia,Terreno,427104686,294,269,4,1,Sí,Sí,1998
4677,Metropolitana,Providencia,Terreno,238174594,286,277,1,3,No,No,1954
4678,Coquimbo,La Serena,Casa,176998086,220,203,2,3,No,No,1973
4679,Metropolitana,Las Condes,Casa,361009064,145,115,1,3,Sí,No,1959
4680,Valparaíso,Viña del Mar,Oficina,100754945,278,270,5,3,Sí,No,2018
4681,Los Lagos,Puerto Montt,Casa,406268023,112,107,3,3,No,Sí,1985
4682,Metropolitana,Las Condes,Terreno,164391679,205,179,1,4,No,Sí,1994
4683,Biobío,Concepción,Terreno,462652324,193,174,3,3,Sí,No,2006
4684,Biobío,Los Ángeles,Terreno,364254006,274,253,3,3,Sí,Sí,1982
4685,Los Lagos,Puerto Montt,Terreno,106078888,54,28,5,3,Sí,No,2001
4686,Biobío,Concepción,Terreno,401789435,68,49,3,2,No,No,1962
4687,Metropolitana,Providencia,Departamento,283595533,123,110,2,4,No,No,1988
4688,Biobío,Concepción,Oficina,66478961,216,197,2,1,No,No,1989
4689,Coquimbo,La Serena,Terreno,208996945,127,109,4,1,Sí,Sí,2022
4690,Valparaíso,Viña del Mar,Terreno,121544246,93,86,6,4,No,No,1994
4691,Los Lagos,Puerto Montt,Terreno,213556912,118,106,1,4,No,No,1952
4692,Metropolitana,Providencia,Oficina,79801161,38,20,6,3,No,Sí,1982
4693,Metropolitana,Providencia,Departamento,257641678,104,82,1,3,Sí,Sí,2020
4694,Araucanía,Temuco,Departamento,222751324,253,235,5,2,No,Sí,2021
4695,Coquimbo,La Serena,Terreno,390960089,242,225,3,1,Sí,Sí,1996
